api_id,module,kind,qualified_name,signature,file_path,start_line
cn.hutool.ai::AIException#,hutool-ai,class,cn.hutool.ai::AIException,"",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,24
"cn.hutool.ai::AIException::AIException#(final Throwable e)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(final Throwable e)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,32
"cn.hutool.ai::AIException::AIException#(final String message)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(final String message)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,41
"cn.hutool.ai::AIException::AIException#(String messageTemplate, Object... params)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(String messageTemplate, Object... params)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,51
"cn.hutool.ai::AIException::AIException#(final String message, final Throwable cause)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(final String message, final Throwable cause)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,61
"cn.hutool.ai::AIException::AIException#(final String message, final Throwable cause, final boolean enableSuppression, final boolean writableStackTrace)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(final String message, final Throwable cause, final boolean enableSuppression, final boolean writableStackTrace)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,73
"cn.hutool.ai::AIException::AIException#(Throwable throwable, String messageTemplate, Object... params)",hutool-ai,method,cn.hutool.ai::AIException::AIException,"(Throwable throwable, String messageTemplate, Object... params)",hutool-ai/src/main/java/cn/hutool/ai/AIException.java,84
cn.hutool.ai::AIServiceFactory#,hutool-ai,class,cn.hutool.ai::AIServiceFactory,"",hutool-ai/src/main/java/cn/hutool/ai/AIServiceFactory.java,33
"cn.hutool.ai::AIServiceFactory::getAIService#AIService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIServiceFactory::getAIService,"AIService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIServiceFactory.java,55
"cn.hutool.ai::AIServiceFactory::getAIService#T (final AIConfig config, final Class<T> clazz)",hutool-ai,method,cn.hutool.ai::AIServiceFactory::getAIService,"T (final AIConfig config, final Class<T> clazz)",hutool-ai/src/main/java/cn/hutool/ai/AIServiceFactory.java,68
cn.hutool.ai::AIUtil#,hutool-ai,class,cn.hutool.ai::AIUtil,"",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,37
"cn.hutool.ai::AIUtil::getAIService#T (final AIConfig config, final Class<T> clazz)",hutool-ai,method,cn.hutool.ai::AIUtil::getAIService,"T (final AIConfig config, final Class<T> clazz)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,48
"cn.hutool.ai::AIUtil::getAIService#AIService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getAIService,"AIService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,59
"cn.hutool.ai::AIUtil::getHutoolService#HutoolService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getHutoolService,"HutoolService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,70
"cn.hutool.ai::AIUtil::getDeepSeekService#DeepSeekService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getDeepSeekService,"DeepSeekService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,81
"cn.hutool.ai::AIUtil::getDoubaoService#DoubaoService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getDoubaoService,"DoubaoService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,92
"cn.hutool.ai::AIUtil::getGrokService#GrokService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getGrokService,"GrokService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,103
"cn.hutool.ai::AIUtil::getOpenAIService#OpenaiService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getOpenAIService,"OpenaiService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,114
"cn.hutool.ai::AIUtil::getGeminiService#GeminiService (final AIConfig config)",hutool-ai,method,cn.hutool.ai::AIUtil::getGeminiService,"GeminiService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,125
"cn.hutool.ai::AIUtil::chat#String (final AIConfig config, final String prompt)",hutool-ai,method,cn.hutool.ai::AIUtil::chat,"String (final AIConfig config, final String prompt)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,137
"cn.hutool.ai::AIUtil::chat#String (final AIConfig config, final List<Message> messages)",hutool-ai,method,cn.hutool.ai::AIUtil::chat,"String (final AIConfig config, final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/AIUtil.java,149
cn.hutool.ai::ModelName#,hutool-ai,enum,cn.hutool.ai::ModelName,"",hutool-ai/src/main/java/cn/hutool/ai/ModelName.java,25
"cn.hutool.ai::ModelName::getValue#String ()",hutool-ai,method,cn.hutool.ai::ModelName::getValue,"String ()",hutool-ai/src/main/java/cn/hutool/ai/ModelName.java,67
cn.hutool.ai::Models#,hutool-ai,class,cn.hutool.ai::Models,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,25
cn.hutool.ai::Models::Hutool#,hutool-ai,enum,cn.hutool.ai::Models::Hutool,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,29
"cn.hutool.ai::Models::Hutool::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Hutool::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,38
cn.hutool.ai::Models::DeepSeek#,hutool-ai,enum,cn.hutool.ai::Models::DeepSeek,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,44
"cn.hutool.ai::Models::DeepSeek::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::DeepSeek::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,54
cn.hutool.ai::Models::Openai#,hutool-ai,enum,cn.hutool.ai::Models::Openai,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,60
"cn.hutool.ai::Models::Openai::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Openai::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,102
cn.hutool.ai::Models::Doubao#,hutool-ai,enum,cn.hutool.ai::Models::Doubao,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,108
"cn.hutool.ai::Models::Doubao::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Doubao::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,155
cn.hutool.ai::Models::Grok#,hutool-ai,enum,cn.hutool.ai::Models::Grok,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,161
"cn.hutool.ai::Models::Grok::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Grok::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,190
cn.hutool.ai::Models::Ollama#,hutool-ai,enum,cn.hutool.ai::Models::Ollama,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,196
"cn.hutool.ai::Models::Ollama::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Ollama::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,205
cn.hutool.ai::Models::Gemini#,hutool-ai,enum,cn.hutool.ai::Models::Gemini,"",hutool-ai/src/main/java/cn/hutool/ai/Models.java,211
"cn.hutool.ai::Models::Gemini::getModel#String ()",hutool-ai,method,cn.hutool.ai::Models::Gemini::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/Models.java,243
cn.hutool.ai.core::AIConfig#,hutool-ai,interface,cn.hutool.ai.core::AIConfig,"",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfig.java,28
cn.hutool.ai.core::AIConfigBuilder#,hutool-ai,class,cn.hutool.ai.core::AIConfigBuilder,"",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,28
"cn.hutool.ai.core::AIConfigBuilder::AIConfigBuilder#(final String modelName)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::AIConfigBuilder,"(final String modelName)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,37
"cn.hutool.ai.core::AIConfigBuilder::setApiKey#AIConfigBuilder (final String apiKey)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setApiKey,"AIConfigBuilder (final String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,60
"cn.hutool.ai.core::AIConfigBuilder::setApiUrl#AIConfigBuilder (final String apiUrl)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setApiUrl,"AIConfigBuilder (final String apiUrl)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,74
"cn.hutool.ai.core::AIConfigBuilder::setModel#AIConfigBuilder (final String model)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setModel,"AIConfigBuilder (final String model)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,88
"cn.hutool.ai.core::AIConfigBuilder::putAdditionalConfig#AIConfigBuilder (final String key, final Object value)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::putAdditionalConfig,"AIConfigBuilder (final String key, final Object value)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,103
"cn.hutool.ai.core::AIConfigBuilder::setTimout#AIConfigBuilder (final int timeout)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setTimout,"AIConfigBuilder (final int timeout)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,118
"cn.hutool.ai.core::AIConfigBuilder::setTimeout#AIConfigBuilder (final int timeout)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setTimeout,"AIConfigBuilder (final int timeout)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,130
"cn.hutool.ai.core::AIConfigBuilder::setReadTimout#AIConfigBuilder (final int readTimout)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setReadTimout,"AIConfigBuilder (final int readTimout)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,145
"cn.hutool.ai.core::AIConfigBuilder::setReadTimeout#AIConfigBuilder (final int readTimeout)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setReadTimeout,"AIConfigBuilder (final int readTimeout)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,157
"cn.hutool.ai.core::AIConfigBuilder::setProxy#AIConfigBuilder (final Proxy proxy)",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::setProxy,"AIConfigBuilder (final Proxy proxy)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,171
"cn.hutool.ai.core::AIConfigBuilder::build#AIConfig ()",hutool-ai,method,cn.hutool.ai.core::AIConfigBuilder::build,"AIConfig ()",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigBuilder.java,185
cn.hutool.ai.core::AIConfigRegistry#,hutool-ai,class,cn.hutool.ai.core::AIConfigRegistry,"",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigRegistry.java,30
"cn.hutool.ai.core::AIConfigRegistry::getConfigClass#Class<? extends AIConfig> (final String modelName)",hutool-ai,method,cn.hutool.ai.core::AIConfigRegistry::getConfigClass,"Class<? extends AIConfig> (final String modelName)",hutool-ai/src/main/java/cn/hutool/ai/core/AIConfigRegistry.java,51
cn.hutool.ai.core::AIService#,hutool-ai,interface,cn.hutool.ai.core::AIService,"",hutool-ai/src/main/java/cn/hutool/ai/core/AIService.java,29
cn.hutool.ai.core::AIServiceProvider#,hutool-ai,interface,cn.hutool.ai.core::AIServiceProvider,"",hutool-ai/src/main/java/cn/hutool/ai/core/AIServiceProvider.java,25
cn.hutool.ai.core::BaseAIService#,hutool-ai,class,cn.hutool.ai.core::BaseAIService,"",hutool-ai/src/main/java/cn/hutool/ai/core/BaseAIService.java,39
"cn.hutool.ai.core::BaseAIService::BaseAIService#(final AIConfig config)",hutool-ai,method,cn.hutool.ai.core::BaseAIService::BaseAIService,"(final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseAIService.java,48
cn.hutool.ai.core::BaseConfig#,hutool-ai,class,cn.hutool.ai.core::BaseConfig,"",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,29
"cn.hutool.ai.core::BaseConfig::setApiKey#void (final String apiKey)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setApiKey,"void (final String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,48
"cn.hutool.ai.core::BaseConfig::getApiKey#String ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getApiKey,"String ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,53
"cn.hutool.ai.core::BaseConfig::setApiUrl#void (final String apiUrl)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setApiUrl,"void (final String apiUrl)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,58
"cn.hutool.ai.core::BaseConfig::getApiUrl#String ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getApiUrl,"String ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,63
"cn.hutool.ai.core::BaseConfig::setModel#void (final String model)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setModel,"void (final String model)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,68
"cn.hutool.ai.core::BaseConfig::getModel#String ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getModel,"String ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,73
"cn.hutool.ai.core::BaseConfig::putAdditionalConfigByKey#void (final String key, final Object value)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::putAdditionalConfigByKey,"void (final String key, final Object value)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,78
"cn.hutool.ai.core::BaseConfig::getAdditionalConfigByKey#Object (final String key)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getAdditionalConfigByKey,"Object (final String key)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,83
"cn.hutool.ai.core::BaseConfig::getAdditionalConfigMap#Map<String, Object> ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getAdditionalConfigMap,"Map<String, Object> ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,88
"cn.hutool.ai.core::BaseConfig::getTimeout#int ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getTimeout,"int ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,93
"cn.hutool.ai.core::BaseConfig::setTimeout#void (final int timeout)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setTimeout,"void (final int timeout)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,98
"cn.hutool.ai.core::BaseConfig::getReadTimeout#int ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getReadTimeout,"int ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,103
"cn.hutool.ai.core::BaseConfig::setReadTimeout#void (final int readTimeout)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setReadTimeout,"void (final int readTimeout)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,108
"cn.hutool.ai.core::BaseConfig::getHasProxy#boolean ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getHasProxy,"boolean ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,113
"cn.hutool.ai.core::BaseConfig::setHasProxy#void (boolean hasProxy)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setHasProxy,"void (boolean hasProxy)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,118
"cn.hutool.ai.core::BaseConfig::getProxy#Proxy ()",hutool-ai,method,cn.hutool.ai.core::BaseConfig::getProxy,"Proxy ()",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,123
"cn.hutool.ai.core::BaseConfig::setProxy#void (Proxy proxy)",hutool-ai,method,cn.hutool.ai.core::BaseConfig::setProxy,"void (Proxy proxy)",hutool-ai/src/main/java/cn/hutool/ai/core/BaseConfig.java,128
cn.hutool.ai.core::Message#,hutool-ai,class,cn.hutool.ai.core::Message,"",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,25
cn.hutool.ai.core::Message::Message#(),hutool-ai,method,cn.hutool.ai.core::Message::Message,(),hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,34
"cn.hutool.ai.core::Message::Message#(final String role, final Object content)",hutool-ai,method,cn.hutool.ai.core::Message::Message,"(final String role, final Object content)",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,43
"cn.hutool.ai.core::Message::setRole#void (final String role)",hutool-ai,method,cn.hutool.ai.core::Message::setRole,"void (final String role)",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,53
"cn.hutool.ai.core::Message::getRole#String ()",hutool-ai,method,cn.hutool.ai.core::Message::getRole,"String ()",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,62
"cn.hutool.ai.core::Message::getContent#Object ()",hutool-ai,method,cn.hutool.ai.core::Message::getContent,"Object ()",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,71
"cn.hutool.ai.core::Message::setContent#void (final Object content)",hutool-ai,method,cn.hutool.ai.core::Message::setContent,"void (final Object content)",hutool-ai/src/main/java/cn/hutool/ai/core/Message.java,80
cn.hutool.ai.model.deepseek::DeepSeekCommon#,hutool-ai,class,cn.hutool.ai.model.deepseek::DeepSeekCommon,"",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekCommon.java,25
cn.hutool.ai.model.deepseek::DeepSeekConfig#,hutool-ai,class,cn.hutool.ai.model.deepseek::DeepSeekConfig,"",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekConfig.java,28
cn.hutool.ai.model.deepseek::DeepSeekConfig::DeepSeekConfig#(),hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekConfig::DeepSeekConfig,(),hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekConfig.java,34
"cn.hutool.ai.model.deepseek::DeepSeekConfig::DeepSeekConfig#(String apiKey)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekConfig::DeepSeekConfig,"(String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekConfig.java,39
"cn.hutool.ai.model.deepseek::DeepSeekConfig::getModelName#String ()",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekConfig::getModelName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekConfig.java,44
cn.hutool.ai.model.deepseek::DeepSeekProvider#,hutool-ai,class,cn.hutool.ai.model.deepseek::DeepSeekProvider,"",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekProvider.java,28
"cn.hutool.ai.model.deepseek::DeepSeekProvider::getServiceName#String ()",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekProvider::getServiceName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekProvider.java,30
"cn.hutool.ai.model.deepseek::DeepSeekProvider::create#DeepSeekService (final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekProvider::create,"DeepSeekService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekProvider.java,35
cn.hutool.ai.model.deepseek::DeepSeekService#,hutool-ai,interface,cn.hutool.ai.model.deepseek::DeepSeekService,"",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekService.java,28
cn.hutool.ai.model.deepseek::DeepSeekServiceImpl#,hutool-ai,class,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl,"",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,38
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::DeepSeekServiceImpl#(final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::DeepSeekServiceImpl,"(final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,54
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::chat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::chat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,59
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::chat#void (final List<Message> messages, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::chat,"void (final List<Message> messages, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,66
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::beta#String (final String prompt)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::beta,"String (final String prompt)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,72
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::beta#void (final String prompt, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::beta,"void (final String prompt, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,79
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::models#String ()",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::models,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,85
"cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::balance#String ()",hutool-ai,method,cn.hutool.ai.model.deepseek::DeepSeekServiceImpl::balance,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/deepseek/DeepSeekServiceImpl.java,91
cn.hutool.ai.model.doubao::DoubaoCommon#,hutool-ai,class,cn.hutool.ai.model.doubao::DoubaoCommon,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,25
cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoContext#,hutool-ai,enum,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoContext,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,28
"cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoContext::getMode#String ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoContext::getMode,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,39
cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVision#,hutool-ai,enum,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVision,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,45
"cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVision::getDetail#String ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVision::getDetail,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,57
cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo#,hutool-ai,enum,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,63
"cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo::getType#String ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo::getType,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,95
"cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo::getValue#Object ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoCommon::DoubaoVideo::getValue,"Object ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoCommon.java,99
cn.hutool.ai.model.doubao::DoubaoConfig#,hutool-ai,class,cn.hutool.ai.model.doubao::DoubaoConfig,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoConfig.java,28
cn.hutool.ai.model.doubao::DoubaoConfig::DoubaoConfig#(),hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoConfig::DoubaoConfig,(),hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoConfig.java,34
"cn.hutool.ai.model.doubao::DoubaoConfig::DoubaoConfig#(String apiKey)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoConfig::DoubaoConfig,"(String apiKey)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoConfig.java,39
"cn.hutool.ai.model.doubao::DoubaoConfig::getModelName#String ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoConfig::getModelName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoConfig.java,44
cn.hutool.ai.model.doubao::DoubaoProvider#,hutool-ai,class,cn.hutool.ai.model.doubao::DoubaoProvider,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoProvider.java,28
"cn.hutool.ai.model.doubao::DoubaoProvider::getServiceName#String ()",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoProvider::getServiceName,"String ()",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoProvider.java,30
"cn.hutool.ai.model.doubao::DoubaoProvider::create#DoubaoService (final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoProvider::create,"DoubaoService (final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoProvider.java,35
cn.hutool.ai.model.doubao::DoubaoService#,hutool-ai,interface,cn.hutool.ai.model.doubao::DoubaoService,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoService.java,32
cn.hutool.ai.model.doubao::DoubaoServiceImpl#,hutool-ai,class,cn.hutool.ai.model.doubao::DoubaoServiceImpl,"",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,39
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::DoubaoServiceImpl#(final AIConfig config)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::DoubaoServiceImpl,"(final AIConfig config)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,62
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chat#String (final List<Message> messages)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chat,"String (final List<Message> messages)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,67
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chat#void (final List<Message> messages, final Consumer<String> callback)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chat,"void (final List<Message> messages, final Consumer<String> callback)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,74
"cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatVision#String (String prompt, final List<String> images, String detail)",hutool-ai,method,cn.hutool.ai.model.doubao::DoubaoServiceImpl::chatVision,"String (String prompt, final List<String> images, String detail)",hutool-ai/src/main/java/cn/hutool/ai/model/doubao/DoubaoServiceImpl.java,80
