api_id,module,package,tag,reason
cn.hutool.crypto.asymmetric::SM2#,hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::SM2#(),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(String privateKeyStr, String publicKeyStr)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(byte[] privateKey, byte[] publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(PrivateKey privateKey, PublicKey publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(String privateKeyHex, String publicKeyPointXHex, String publicKeyPointYHex)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(byte[] privateKey, byte[] publicKeyPointX, byte[] publicKeyPointY)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::SM2#(ECPrivateKeyParameters privateKeyParams, ECPublicKeyParameters publicKeyParams)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::init#SM2 (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::initKeys#SM2 (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::encrypt#byte[] (byte[] data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::encrypt#byte[] (byte[] data, KeyType keyType)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::encrypt#byte[] (byte[] data, CipherParameters pubKeyParameters)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::decrypt#byte[] (byte[] data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::decrypt#byte[] (byte[] data, KeyType keyType)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::decrypt#byte[] (byte[] data, CipherParameters privateKeyParameters)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::signHexFromHex#String (String dataHex),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::signHex#String (String dataHex),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::signHexFromHex#String (String dataHex, String idHex)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::signHex#String (String dataHex, String idHex)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::sign#byte[] (byte[] data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::sign#byte[] (byte[] data, byte[] id)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::verifyHex#boolean (String dataHex, String signHex)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::verify#boolean (byte[] data, byte[] sign)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::verifyHex#boolean (String dataHex, String signHex, String idHex)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::SM2::verify#boolean (byte[] data, byte[] sign, byte[] id)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setPrivateKey#SM2 (PrivateKey privateKey),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setPrivateKeyParams#SM2 (ECPrivateKeyParameters privateKeyParams),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setPublicKey#SM2 (PublicKey publicKey),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setPublicKeyParams#SM2 (ECPublicKeyParameters publicKeyParams),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::usePlainEncoding#SM2 (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setEncoding#SM2 (DSAEncoding encoding),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setDigest#SM2 (Digest digest),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::setMode#SM2 (SM2Engine.Mode mode),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::getD#byte[] (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::getDHex#String (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::getDBigInteger#BigInteger (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SM2::getQ#byte[] (boolean isCompressed),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign#,hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::Sign#(SignAlgorithm algorithm),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::Sign#(String algorithm),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(SignAlgorithm algorithm, String privateKeyStr, String publicKeyStr)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(SignAlgorithm algorithm, byte[] privateKey, byte[] publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(SignAlgorithm algorithm, KeyPair keyPair)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(SignAlgorithm algorithm, PrivateKey privateKey, PublicKey publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(String algorithm, String privateKeyBase64, String publicKeyBase64)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(String algorithm, byte[] privateKey, byte[] publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(String algorithm, KeyPair keyPair)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::Sign#(String algorithm, PrivateKey privateKey, PublicKey publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::init#Sign (String algorithm, PrivateKey privateKey, PublicKey publicKey)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::setParameter#Sign (AlgorithmParameterSpec params),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::sign#byte[] (String data, Charset charset)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::sign#byte[] (String data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::signHex#String (String data, Charset charset)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::signHex#String (String data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::sign#byte[] (byte[] data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::signHex#String (byte[] data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::signHex#String (InputStream data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::sign#byte[] (InputStream data),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::digestHex#String (InputStream data, int bufferLength)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::sign#byte[] (InputStream data, int bufferLength)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
"cn.hutool.crypto.asymmetric::Sign::verify#boolean (byte[] data, byte[] sign)",hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::getSignature#Signature (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::setSignature#Sign (Signature signature),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::Sign::setCertificate#Sign (Certificate certificate),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SignAlgorithm#,hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.asymmetric::SignAlgorithm::getValue#String (),hutool-crypto,crypto.asymmetric,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::Argon2#(),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::Argon2#(int type),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::Argon2#(Argon2Parameters.Builder paramsBuilder),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setHashLength#Argon2 (int hashLength),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setVersion#Argon2 (int version),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setSalt#Argon2 (byte[] salt),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setSecret#Argon2 (byte[] secret),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setAdditional#Argon2 (byte[] additional),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setIterations#Argon2 (int iterations),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setMemoryAsKB#Argon2 (int memoryAsKB),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::setParallelism#Argon2 (int parallelism),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Argon2::digest#byte[] (char[] password),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::BCrypt#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::BCrypt::crypt#byte[] (byte[] password, byte[] salt, int log_rounds, int[] cdata)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::BCrypt::hashpw#String (String password),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::BCrypt::hashpw#String (String password, String salt)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::BCrypt::gensalt#String (int log_rounds, SecureRandom random)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::BCrypt::gensalt#String (int log_rounds),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::BCrypt::gensalt#String (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::BCrypt::checkpw#boolean (String plaintext, String hashed)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestAlgorithm#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestAlgorithm::getValue#String (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5#byte[] (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::md5#byte[] (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5#byte[] (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5#byte[] (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5#byte[] (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::md5Hex#String (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::md5Hex#String (String data, Charset charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex#String (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex16#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::md5Hex16#String (String data, Charset charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex16#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex16#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5Hex16#String (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::md5HexTo16#String (String md5Hex),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1#byte[] (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha1#byte[] (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1#byte[] (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1#byte[] (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1#byte[] (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1Hex#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha1Hex#String (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1Hex#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1Hex#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha1Hex#String (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256#byte[] (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha256#byte[] (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256#byte[] (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256#byte[] (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256#byte[] (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256Hex#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha256Hex#String (String data, String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256Hex#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256Hex#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha256Hex#String (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::hmac#HMac (HmacAlgorithm algorithm, byte[] key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::hmac#HMac (HmacAlgorithm algorithm, SecretKey key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::digester#Digester (DigestAlgorithm algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::digester#Digester (String algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::bcrypt#String (String password),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::bcryptCheck#boolean (String password, String hashed)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512#byte[] (final byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha512#byte[] (final String data, final String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512#byte[] (final String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512#byte[] (final InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512#byte[] (final File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512Hex#String (final byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::DigestUtil::sha512Hex#String (final String data, final String charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512Hex#String (final String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512Hex#String (final InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigestUtil::sha512Hex#String (final File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::Digester#(DigestAlgorithm algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::Digester#(String algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::Digester#(DigestAlgorithm algorithm, Provider provider)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::Digester#(String algorithm, Provider provider)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::Digester#(final MessageDigest messageDigest),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::init#Digester (String algorithm, Provider provider)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::setSalt#Digester (byte[] salt),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::setSaltPosition#Digester (int saltPosition),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::setDigestCount#Digester (int digestCount),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::reset#Digester (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digest#byte[] (String data, String charsetName)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digest#byte[] (String data, Charset charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digest#byte[] (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digestHex#String (String data, String charsetName)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digestHex#String (String data, Charset charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digestHex#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digest#byte[] (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digestHex#String (File file),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digest#byte[] (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digestHex#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digest#byte[] (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::digestHex#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digest#byte[] (InputStream data, int bufferLength)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::Digester::digestHex#String (InputStream data, int bufferLength)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::getDigest#MessageDigest (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::Digester::getDigestLength#int (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory::ofJdk#DigesterFactory (final String algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory::of#DigesterFactory (final String algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory::of#DigesterFactory (final MessageDigest messageDigest),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory::createDigester#Digester (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::DigesterFactory::createMessageDigester#MessageDigest (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::HMac#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::HMac::HMac#(HmacAlgorithm algorithm),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::HMac::HMac#(HmacAlgorithm algorithm, byte[] key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::HMac::HMac#(HmacAlgorithm algorithm, Key key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::HMac::HMac#(String algorithm, byte[] key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::HMac::HMac#(String algorithm, Key key)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::HMac::HMac#(String algorithm, Key key, AlgorithmParameterSpec spec)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::HMac::HMac#(MacEngine engine),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::HmacAlgorithm#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::HmacAlgorithm::getValue#String (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::create#MD5 (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::MD5#(),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::MD5#(byte[] salt),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::MD5::MD5#(byte[] salt, int digestCount)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::MD5::MD5#(byte[] salt, int saltPosition, int digestCount)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
"cn.hutool.crypto.digest::MD5::digestHex16#String (String data, Charset charset)",hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::digestHex16#String (String data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::digestHex16#String (InputStream data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::digestHex16#String (File data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::MD5::digestHex16#String (byte[] data),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::SM3#,hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::SM3::create#SM3 (),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::SM3::SM3#(),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
cn.hutool.crypto.digest::SM3::SM3#(byte[] salt),hutool-crypto,crypto.digest,portable,candidate for idiomatic Rust
